PieræcieÄ z pojemnikiem;Srebrny pieræcieÄ z kamieniem - pod kt—rym znajduje si« szczelny pojemnik o æladowej pojemnoæci. ;120;3;0;
Portfel sk—rzany;Sk—rzany portfel dobrej jakoæci.;15;1;0;
Portmomentka;Niewielka, sk—rzana portmonetka dobrej jakoæci.;10;1;0;
Pude¸ko na tytoÄ;Drewniane pude¸ko, dobrze izolujˆce wilogo.;9;1;0;
Puzderko w kszta¸cie serca;Metalowe, grawerowane puzderko w kszta¸cie serca - z czerwonym szkie¸kiem na spodzie.;10;1;0;
Srebrna, grawerowana skrzynka;Srebrna, ozdobna skrzynka.;90;2;0;
Szafka na klucze;Drewniana szafka do zawieszenia na æcianie.;16;1;0;
Szkatu¸a;Niewielki, drewniany pojemnik na szparga¸y.;6;1;0;
Szklany kufer;Kufer wykonany ze szk¸a, ze srebrnymi ramami. ;250;3;0;
Szklany sarkofag;Przeszklony sarkofag pogrzebowy, wystawiany publicznie.;900;3;0;
Tr—jdzielony buk¸ak ;Alchemiczny buk¸ak z trzema komorami, na trzy r—ıne p¸yny, kaıdy po pojemnoæci 1,5l. ;120;2;0;
Worek na wod«;"Worek dobry do przenoszenia wody na kr—tkie dystanse; po czasie zaczyna przecieka.";5;1;0;
ûelazny sarkofag;Metlowy sarkofag, s¸uıˆcy do suszenia zw¸ok. ;600;3;0;
ûelazny sejf;ûelazny sejf z systemem zamk—w.;150;1;0;
SUBKTG;ûEGLARSKIE;;;;
Bosak;Kij z hakiem, s¸uıy do manipulowania do przyciˆgania, odpychania ¸odzi.;25;1;0;
Kotwica jachtowa;Stalowa kotwica, mogˆca zaczepi jacht o dno.;600;2;0;
Kotwica stalowa;Wielka, stalowa kotwica, przeznaczona na wi«ksze jednostki.;3000;3;0;
Kotwiczka;Niewielka kotwiczka z linkˆ - 5 m.;20;1;0;
Lina cumownicza;Gruba lina s¸uıˆca do umiejscowienia statku w porcie bˆd jego holowania. ;20;2;15;m
Lina jedwabna;Zwyk¸a, ca¸kiem wytrzyma¸a lina.;8;1;30;m
Lina konopna;Solidna lina.;15;1;20;m
Luneta;Przyrzˆd optyczny.;400;2;0;
Luneta teleskopowa;Podr«czna, rozk¸adana luntera, wybierana cz«sto przez kapitan—w jednostek morskich.;900;3;0;
Os«k;Kij z hakiem, uıywany przez flisak—w do prowadzenia niewielkich jednostek po rzece.;15;1;0;
Prosiak;Obciˆınik dla kotwicy.;1500;3;0;
Sekstant;Przyrzˆd nawigacyjny na statkach.;300;2;0;
Sie rybacka;Specjalna sie do po¸owu ryb.;30;2;20;m2
Szekla;Metalowa klamra, s¸uıˆca do ¸ˆczenia element—w takielunku.;10;1;0;
åpiewnik z szantami;Zawiera utwory spisane lokalnym pismem. W sk—rzanej oprawce.;20;1;0;
Zestaw w«dek;Pi« zwiˆzanych ze sobˆ w«dek.;50;1;0;
